Level,Code/Description,Code1,Concat1,concat2,concat3,concat4,concat5,concat6,concat8,THE CODE,Code2b,code3b,Code4b,Code5b,Code6b,Code7b,Code8b,Level 1,Code22,Level 2,Code32,Level 3,Code42,Level 4,Level 5,Level 6,Level 7,Level 8,Global,Country 1,Country 2,Country 3,EU/ROW split
6,"                        81C: Plumbing, heating & lighting fixtures (consumer)",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C1,,,C4_C2_C2_C3_C3_C1,C2,C2,C3,C3,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),"                        81C: Plumbing, heating & lighting fixtures (consumer)",,,,,,,
7,                            27.4C: Table & floor-standing lamps,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C1,C4_C2_C2_C3_C3_C1_C1,,C4_C2_C2_C3_C3_C1_C1,C2,C2,C3,C3,C1,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),"                        81C: Plumbing, heating & lighting fixtures (consumer)",                            27.4C: Table & floor-standing lamps,,,,,,
6,                        82C: Furniture (consumer),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C2,,,C4_C2_C2_C3_C3_C2,C2,C2,C3,C3,C2,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        82C: Furniture (consumer),,,,,,,
7,                            31.0A: Household furniture,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C2,C4_C2_C2_C3_C3_C2_C1,,C4_C2_C2_C3_C3_C2_C1,C2,C2,C3,C3,C2,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        82C: Furniture (consumer),                            31.0A: Household furniture,,,,,,
7,"                            13.9C: Cushions, pillows, quilts etc",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C2,C4_C2_C2_C3_C3_C2_C2,,C4_C2_C2_C3_C3_C2_C2,C2,C2,C3,C3,C2,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        82C: Furniture (consumer),"                            13.9C: Cushions, pillows, quilts etc",,,,,,
6,"                        83: Travel goods, handbags etc",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C3,,,C4_C2_C2_C3_C3_C3,C2,C2,C3,C3,C3,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),"                        83: Travel goods, handbags etc",,,,,,,
7,"                            15.1B: Travel goods, handbags etc",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C3,C4_C2_C2_C3_C3_C3_C1,,C4_C2_C2_C3_C3_C3_C1,C2,C2,C3,C3,C3,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),"                        83: Travel goods, handbags etc","                            15.1B: Travel goods, handbags etc",,,,,,
6,                        89OC: Other manufactures (consumer),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,,,C4_C2_C2_C3_C3_C4,C2,C2,C3,C3,C4,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),,,,,,,
7,                            13.9E: Powder puffs,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C1,,C4_C2_C2_C3_C3_C4_C1,C2,C2,C3,C3,C4,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            13.9E: Powder puffs,,,,,,
7,"                            16.2E: Basketware, wickerwork & other articles of plaiting materials",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C2,,C4_C2_C2_C3_C3_C4_C2,C2,C2,C3,C3,C4,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),"                            16.2E: Basketware, wickerwork & other articles of plaiting materials",,,,,,
7,                            20.5E: Matches,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C3,,C4_C2_C2_C3_C3_C4_C3,C2,C2,C3,C3,C4,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            20.5E: Matches,,,,,,
7,                            22.2G: Other plastic articles,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C4,,C4_C2_C2_C3_C3_C4_C4,C2,C2,C3,C3,C4,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            22.2G: Other plastic articles,,,,,,
7,                            26.2D: Solid-state non-volatile storage devices,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C5,,C4_C2_C2_C3_C3_C4_C5,C2,C2,C3,C3,C4,C5,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            26.2D: Solid-state non-volatile storage devices,,,,,,
7,                            26.4D: Video game consoles,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C6,,C4_C2_C2_C3_C3_C4_C6,C2,C2,C3,C3,C4,C6,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            26.4D: Video game consoles,,,,,,
7,                            26.6C: Hearing aids & pacemakers,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C7,,C4_C2_C2_C3_C3_C4_C7,C2,C2,C3,C3,C4,C7,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            26.6C: Hearing aids & pacemakers,,,,,,
7,                            26.8: Magnetic & optical media,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C8,,C4_C2_C2_C3_C3_C4_C8,C2,C2,C3,C3,C4,C8,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            26.8: Magnetic & optical media,,,,,,
7,"                            27.3C: Plastic ducting, trunking & cable trays for electrical circuits",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C9,,C4_C2_C2_C3_C3_C4_C9,C2,C2,C3,C3,C4,C9,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),"                            27.3C: Plastic ducting, trunking & cable trays for electrical circuits",,,,,,
7,                            27.4E: Christmas lights,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C10,,C4_C2_C2_C3_C3_C4_C10,C2,C2,C3,C3,C4,C10,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            27.4E: Christmas lights,,,,,,
7,                            30.9D: Baby carriages,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C11,,C4_C2_C2_C3_C3_C4_C11,C2,C2,C3,C3,C4,C11,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            30.9D: Baby carriages,,,,,,
7,                            32.2A: Musical instruments,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C12,,C4_C2_C2_C3_C3_C4_C12,C2,C2,C3,C3,C4,C12,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            32.2A: Musical instruments,,,,,,
7,                            32.3B: Sports goods,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C13,,C4_C2_C2_C3_C3_C4_C13,C2,C2,C3,C3,C4,C13,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            32.3B: Sports goods,,,,,,
7,                            32.4A: Consumer games & toys,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C14,,C4_C2_C2_C3_C3_C4_C14,C2,C2,C3,C3,C4,C14,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            32.4A: Consumer games & toys,,,,,,
7,                            32.5F: Orthopaedic appliances,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C15,,C4_C2_C2_C3_C3_C4_C15,C2,C2,C3,C3,C4,C15,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            32.5F: Orthopaedic appliances,,,,,,
7,                            32.9C: Other manufactured consumer articles,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C16,,C4_C2_C2_C3_C3_C4_C16,C2,C2,C3,C3,C4,C16,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            32.9C: Other manufactured consumer articles,,,,,,
7,                            58.1A: Consumer printed matter,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C17,,C4_C2_C2_C3_C3_C4_C17,C2,C2,C3,C3,C4,C17,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            58.1A: Consumer printed matter,,,,,,
7,                            58.2: Packaged computer software,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C18,,C4_C2_C2_C3_C3_C4_C18,C2,C2,C3,C3,C4,C18,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            58.2: Packaged computer software,,,,,,
7,                            59.1B: Video recordings,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C19,,C4_C2_C2_C3_C3_C4_C19,C2,C2,C3,C3,C4,C19,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            59.1B: Video recordings,,,,,,
7,                            59.2: Audio recordings & printed music,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C3,C4_C2_C2_C3_C3_C4,C4_C2_C2_C3_C3_C4_C20,,C4_C2_C2_C3_C3_C4_C20,C2,C2,C3,C3,C4,C20,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OC: Other miscellaneous manufactures (consumer),                        89OC: Other manufactures (consumer),                            59.2: Audio recordings & printed music,,,,,,
5,                    8OI: Other miscellaneous manufactures (intermediate),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,,,,C4_C2_C2_C3_C4,C2,C2,C3,C4,,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),,,,,,,,
6,"                        81I: Plumbing, heating & lighting fixtures (intermediate)",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,,,C4_C2_C2_C3_C4_C1,C2,C2,C3,C4,C1,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",,,,,,,
7,                            16.2C: Prefabricated buildings of wood,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C1,,C4_C2_C2_C3_C4_C1_C1,C2,C2,C3,C4,C1,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            16.2C: Prefabricated buildings of wood,,,,,,
7,                            22.2D: Plastic parts of lamps,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C2,,C4_C2_C2_C3_C4_C1_C2,C2,C2,C3,C4,C1,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            22.2D: Plastic parts of lamps,,,,,,
7,                            23.1D: Glass parts of lamps,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C3,,C4_C2_C2_C3_C4_C1_C3,C2,C2,C3,C4,C1,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            23.1D: Glass parts of lamps,,,,,,
7,                            23.4D: Ceramic sanitary fixtures,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C4,,C4_C2_C2_C3_C4_C1_C4,C2,C2,C3,C4,C1,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            23.4D: Ceramic sanitary fixtures,,,,,,
7,                            23.6C: Prefabricated buildings of concrete,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C5,,C4_C2_C2_C3_C4_C1_C5,C2,C2,C3,C4,C1,C5,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            23.6C: Prefabricated buildings of concrete,,,,,,
7,                            25.1B: Prefrabricated buildings of metal,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C6,,C4_C2_C2_C3_C4_C1_C6,C2,C2,C3,C4,C1,C6,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            25.1B: Prefrabricated buildings of metal,,,,,,
7,                            25.2C: Parts of central heating boilers,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C7,,C4_C2_C2_C3_C4_C1_C7,C2,C2,C3,C4,C1,C7,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            25.2C: Parts of central heating boilers,,,,,,
7,                            27.4D: Other lamps,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C1,C4_C2_C2_C3_C4_C1_C8,,C4_C2_C2_C3_C4_C1_C8,C2,C2,C3,C4,C1,C8,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),"                        81I: Plumbing, heating & lighting fixtures (intermediate)",                            27.4D: Other lamps,,,,,,
6,                        82I: Furniture (intermediate),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C2,,,C4_C2_C2_C3_C4_C2,C2,C2,C3,C4,C2,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        82I: Furniture (intermediate),,,,,,,
7,                            29.3C: Seats for motor vehicles,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C2,C4_C2_C2_C3_C4_C2_C1,,C4_C2_C2_C3_C4_C2_C1,C2,C2,C3,C4,C2,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        82I: Furniture (intermediate),                            29.3C: Seats for motor vehicles,,,,,,
7,                            30.3C: Seats for aircraft,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C2,C4_C2_C2_C3_C4_C2_C2,,C4_C2_C2_C3_C4_C2_C2,C2,C2,C3,C4,C2,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        82I: Furniture (intermediate),                            30.3C: Seats for aircraft,,,,,,
7,                            31.0C: Parts of assets,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C2,C4_C2_C2_C3_C4_C2_C3,,C4_C2_C2_C3_C4_C2_C3,C2,C2,C3,C4,C2,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        82I: Furniture (intermediate),                            31.0C: Parts of assets,,,,,,
6,                        89I: Other manufactures (intermediate),C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,,,C4_C2_C2_C3_C4_C3,C2,C2,C3,C4,C3,,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),,,,,,,
7,                            10.1G: Worked bird skins & feathers,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C1,,C4_C2_C2_C3_C4_C3_C1,C2,C2,C3,C4,C3,C1,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            10.1G: Worked bird skins & feathers,,,,,,
7,                            13.9F: Parachutes,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C2,,C4_C2_C2_C3_C4_C3_C2,C2,C2,C3,C4,C3,C2,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            13.9F: Parachutes,,,,,,
7,                            16.2F: Handles for umbrellas & walking sticks,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C3,,C4_C2_C2_C3_C4_C3_C3,C2,C2,C3,C4,C3,C3,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            16.2F: Handles for umbrellas & walking sticks,,,,,,
7,                            17.2C: Paper labels,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C4,,C4_C2_C2_C3_C4_C3_C4,C2,C2,C3,C4,C3,C4,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            17.2C: Paper labels,,,,,,
7,                            20.5F: Writing & drawing ink,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C5,,C4_C2_C2_C3_C4_C3_C5,C2,C2,C3,C4,C3,C5,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            20.5F: Writing & drawing ink,,,,,,
7,"                            22.2H: Plastic packing goods, floor coverings, office supplies etc",C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C6,,C4_C2_C2_C3_C4_C3_C6,C2,C2,C3,C4,C3,C6,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),"                            22.2H: Plastic packing goods, floor coverings, office supplies etc",,,,,,
7,                            25.9E: Metal office supplies,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C7,,C4_C2_C2_C3_C4_C3_C7,C2,C2,C3,C4,C3,C7,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            25.9E: Metal office supplies,,,,,,
7,                            32.2B: Musical accessories & parts of musical instruments,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C8,,C4_C2_C2_C3_C4_C3_C8,C2,C2,C3,C4,C3,C8,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            32.2B: Musical accessories & parts of musical instruments,,,,,,
7,                            32.9E: Other manufactured articles,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C9,,C4_C2_C2_C3_C4_C3_C9,C2,C2,C3,C4,C3,C9,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            32.9E: Other manufactured articles,,,,,,
7,                            58.1B: Commercial printed matter,C4,C4_C2,C4_C2_C2,C4_C2_C2_C3,C4_C2_C2_C3_C4,C4_C2_C2_C3_C4_C3,C4_C2_C2_C3_C4_C3_C10,,C4_C2_C2_C3_C4_C3_C10,C2,C2,C3,C4,C3,C10,,    5to8: Manufactures,,        7and8: Finished manufactures,,            8: Miscellaneous manufactures,,                8O: Other manufactures,                    8OI: Other miscellaneous manufactures (intermediate),                        89I: Other manufactures (intermediate),                            58.1B: Commercial printed matter,,,,,,
